text,intent
What was the primary legal issue in the case of State of Gujarat vs Dilipsinh Kishorsinh Rao?,0
Why did the Municipal Corporation issue an office order on 14th June 1999?,0
How did NLC initially respond to S. Mahesh's inability to produce the original Scheduled Tribe certificate?,0
What did the Supreme Court decide regarding the High Court's dismissal of Khilendra Singh's writ petition?,1
What was the Supreme Court's decision regarding the entitlement of Pradeep Jain to back wages?,1
What were the charges against the appellants in the case 'Mallanna & Ors. vs. The State of Karnataka & Anr.'?,0
What did the High Court decide in the appeal by Satya Deo in the case of Satya Deo @ Bhoorey vs. State of Uttar Pradesh?,0
What additional relief did the Supreme Court provide to Baleshwar Singh?,1
How did the Supreme Court view the allegations of fraud made by Electrosteel Castings Limited?,0
What was the Supreme Court's directive to Gulveer after setting aside the High Court's bail order?,0
What was the main issue in the case of Kazi Moinuddin Kazi Bashiroddin & Ors. vs The Maharashtra Tourism Development Corporation?,1
How should banks approach the assessment of OTS applications following this judgment?,2
What was the primary issue in the case of M/S. Meters And Instruments Private Limited & Anr. vs. Kanchan Mehta?,0
What procedural guidelines did the Supreme Court highlight for handling cases under Section 138 of the Negotiable Instruments Act?,0
"Which point of the Constitution of India pertains to Union pensions, pensions payable by the Government of India or out of the Consolidated Fund of India?",1
What was the incident that led to the filing of the case against the respondents?,0
What was the primary legal issue in the case of Shatrughan Chauhan v. Union of India?,0
"What does the order requiring the State Government of Andhra Pradesh to organise any class or classes of posts in a civil service or any class or classes of civil posts under the State into different local cadres for different parts of the State, and specifying the local area for direct recruitment to posts in any local cadre under the State Government, for direct recruitment to posts in any cadre under any local authority within the State, and for the purposes of admission to any University within the State or to any other educational institution which is subject to the control of the State Government, made under clause (1)?",1
"Which act is also known as The Maharashtra Land Revenue Code and the Maharashtra Restoration of Lands to Scheduled Tribes (Second Amendment) Act, 1976?",1
What was the incident that led to the charges against the accused?,0
What was the significance of the Supreme Court's judgment in Abhey Ram & Ors. v. Union of India & Ors.?,1
What was the final decision of the Supreme Court regarding the writ petition filed by Common Cause & Anr.?,1
What directive did the Supreme Court give to the UPSC regarding Vikash Kumar's case?,1
Who has the power to by law extend or exclude a High Court's jurisdiction over Union territories?,1
What was the main legal question before the Supreme Court in the case of Council of Architecture vs. Mr. Mukesh Goyal & Ors?,1
What is the composition of the Commission?,1
"What powers can the Governor confer under the Code of Civil Procedure, 1908, and the Code of Criminal Procedure, 1898?",1
How might this decision affect the interpretation of procedural laws in criminal cases?,0
How did the Supreme Court interpret the term 'instigation' under Section 107 IPC in this case?,0
How did the Supreme Court view the prosecution's evidence regarding the appellant's involvement in the conspiracy?,0
What potential impact could the Supreme Court's decision have on future cases involving gang rape and similar offenses?,0
How did the Supreme Court of India rule on the appeal in the case of Birendra Prasad Sah vs The State of Bihar & Anr.?,1
What was the primary issue in the case between the State of Tamil Nadu and K. Fazlur Rahman & Anr.?,1
What was the Supreme Court's view on the High Court's decision?,1
"What does the Constitution of India say about the validity and the possibility of questioning in court of laws that aim to secure the principles laid down in Part IV, especially in relation to article 14 and article 19?",1
Who should be consulted on all major policy matters affecting the socially and educationally backward classes?,1
What were the grounds for Niranjan Das's advocate to argue he did not share common intention with the co-accused?,0
What was the primary legal issue in the case of Avishek Raja & Ors. vs Sanjay Gupta?,1
What could be the potential outcome if educational institutions do not adhere to the seniority rules clarified in this judgment?,1
What was the nature of the dispute in the case of Kishor Ghanshyamsa Paralikar vs Balaji Mandir Sansthan?,1
What did the Supreme Court decide regarding the exclusion of unauthorised absence from the qualifying service?,1
What was the insurance policy secured by M/s Texco Marketing Pvt. Ltd. from TATA AIG?,0
What argument did the defense present regarding the reliability of the dying declarations?,1
What was the primary accusation against Suryavir in the case of Suryavir vs. State of Haryana?,0
"Which law prevails when there is a conflict between a state law and a law made by Parliament, and what happens to the state law?",1
What are the future implications for the role of Section 90 of the Evidence Act in proving old documents?,1
What were the main allegations against Vishnu Kumar Shukla and Vineeta Shukla?,0
How did the High Court of Judicature at Allahabad rule on the appellants' writ petitions?,1
What was the Division Bench of the High Court's decision on the State's appeal against the Single Judge's order?,1
What is the Tamil Nadu Land Reforms (Fixation of Ceiling on Land) Amendment Act of 1986?,1
What is the consequence for an independent elected member of a House who joins a political party after the election?,1
